tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,5322,200109,26,,Nathalie Dechy,R,177,FRA,,26,1128,6-1 6-1,3,R32
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,5322,201336,,,Dinara Safina,R,182,RUS,,91,404,6-0 6-1,3,R64
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,5322,200125,,WC,Corina Morariu,R,,USA,,,,6-2 6-3,3,R128
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,5322,201083,20,,Daja Bedanova,R,,CZE,,24,1206,6-1 6-1,3,R16
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,1,5322,200128,4,,Lindsay Davenport,R,189,USA,,10,2488,6-3 7-5,3,SF
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,5322,201290,11,,Daniela Hantuchova,R,181,SVK,,11,2186,6-2 6-2,3,QF
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,2002-08-26T00:00:00.000,127,200033,1,,Serena Williams,R,175,USA,,1,5322,200748,2,,Venus Williams,R,185,USA,,2,5067,6-4 6-3,3,F
2002-W-T2-JPN-01A-2002,Tokyo,Hard,28,T2,2002-09-16T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,5544,200041,,,Amy Frazier,R,,USA,,53,649,7-6(0) 6-3,3,SF
2002-W-T2-JPN-01A-2002,Tokyo,Hard,28,T2,2002-09-16T00:00:00.000,021,200033,1,,Serena Williams,R,175,USA,,1,5544,200036,,,Nicole Pratt,R,,AUS,,46,799,6-1 6-0,3,QF
2002-W-T2-JPN-01A-2002,Tokyo,Hard,28,T2,2002-09-16T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,1,5544,200114,,,Patricia Wartusch,R,,AUT,,74,483,6-0 6-2,3,R16
2002-W-T2-JPN-01A-2002,Tokyo,Hard,28,T2,2002-09-16T00:00:00.000,027,200033,1,,Serena Williams,R,175,USA,,1,5544,200079,3,,Kim Clijsters,R,,BEL,,8,2730,2-6 6-3 6-3,3,F
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,2002-09-23T00:00:00.000,027,200033,1,,Serena Williams,R,175,USA,,1,5808,200772,6,,Anastasia Myskina,R,174,RUS,,12,1878,6-3 6-2,3,F
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,2002-09-23T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,1,5808,200090,,Q,Anca Barna,L,,GER,,74,510,6-1 3-6 6-1,3,R16
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,2002-09-23T00:00:00.000,021,200033,1,,Serena Williams,R,175,USA,,1,5808,200697,,,Janette Husarova,R,,SVK,,44,828,6-3 6-3,3,QF
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,2002-09-23T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,5808,200003,3,,Justine Henin,R,167,BEL,,7,2869,6-4 6-2,3,SF
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,2002-11-06T00:00:00.000,015,200079,5,,Kim Clijsters,R,,BEL,,6,2838,200033,1,,Serena Williams,R,175,USA,,1,5596,7-5 6-3,3,F
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,2002-11-06T00:00:00.000,009,200033,1,,Serena Williams,R,175,USA,,1,5596,200120,8,,Jelena Dokic,R,175,AUS,,9,2403,7-6(1) 6-0,3,QF
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,2002-11-06T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,5596,200040,,,Anna Smashnova,R,,ISR,,16,1551,6-2 6-2,3,R16
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,2002-11-06T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,1,5596,200077,3,,Jennifer Capriati,R,170,USA,,3,3520,2-6 6-4 6-4,3,SF
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,5941,201305,18,,Eleni Daniilidou,R,182,GRE,,20,1308,6-4 6-1,3,R16
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,127,200033,1,,Serena Williams,R,175,USA,,1,5941,200748,2,,Venus Williams,R,185,USA,,2,4942,7-6(4) 3-6 6-4,3,F
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,5941,200009,26,,Tamarine Tanasugarn,R,165,THA,,32,999,6-1 6-1,3,R32
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,5941,200046,25,,Meghann Shaughnessy,R,,USA,,33,974,6-2 6-2,3,QF
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,5941,200042,,,Els Callens,R,,BEL,,66,544,6-4 6-0,3,R64
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,5941,200104,,,Emilie Loit,L,,FRA,,56,648,3-6 7-6(5) 7-5,3,R128
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,2003-01-13T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,1,5941,200079,4,,Kim Clijsters,R,,BEL,,4,3741,4-6 6-3 7-5,3,SF
2003-W-T2-FRA-01A-2003,Paris,Carpet,28,T2,2003-02-03T00:00:00.000,021,200033,1,,Serena Williams,R,175,USA,,1,6989,200697,,,Janette Husarova,R,,SVK,,35,898,6-3 6-3,3,QF
2003-W-T2-FRA-01A-2003,Paris,Carpet,28,T2,2003-02-03T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,6989,201305,8,,Eleni Daniilidou,R,182,GRE,,18,1378,6-2 6-0,3,SF
2003-W-T2-FRA-01A-2003,Paris,Carpet,28,T2,2003-02-03T00:00:00.000,027,200033,1,,Serena Williams,R,175,USA,,1,6989,200065,3,,Amelie Mauresmo,R,175,FRA,,7,2729,6-3 6-2,3,F
2003-W-T2-FRA-01A-2003,Paris,Carpet,28,T2,2003-02-03T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,1,6989,201335,,,Myriam Casanova,R,,SUI,,53,669,6-0 6-4,3,R16
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,093,200033,1,,Serena Williams,R,175,USA,,1,6939,200079,3,,Kim Clijsters,R,,BEL,,3,4451,6-4 6-2,3,SF
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,095,200033,1,,Serena Williams,R,175,USA,,1,6939,200077,6,,Jennifer Capriati,R,170,USA,,5,2910,4-6 6-4 6-1,3,F
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,089,200033,1,,Serena Williams,R,175,USA,,1,6939,201294,,Q,Marion Bartoli,R,170,FRA,,87,413,6-1 6-2,3,QF
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,033,200033,1,,Serena Williams,R,175,USA,,1,6939,201212,,,Francesca Schiavone,R,166,ITA,,35,902,7-5 6-1,3,R64
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,081,200033,1,,Serena Williams,R,175,USA,,1,6939,201204,,,Iroda Tulyaganova,R,,UZB,,45,770,6-0 6-4,3,R16
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,2003-03-19T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,6939,200063,25,,Tatiana Panova,R,,RUS,,24,1181,6-2 6-1,3,R32
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,2003-04-07T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,1,6842,200049,15,,Conchita Martinez,R,170,ESP,,25,1167,6-2 6-2,3,R16
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,2003-04-07T00:00:00.000,053,200033,1,,Serena Williams,R,175,USA,,1,6842,200128,3,,Lindsay Davenport,R,189,USA,,5,2911,6-1 7-5,3,SF
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,2003-04-07T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,6842,200720,,Q,Dally Randriantefy,R,,MAD,,95,386,6-3 6-0,3,R32
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,2003-04-07T00:00:00.000,049,200033,1,,Serena Williams,R,175,USA,,1,6842,200120,6,,Jelena Dokic,R,175,AUS,,11,2314,6-2 6-2,3,QF
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,2003-04-07T00:00:00.000,055,200003,2,,Justine Henin,R,167,BEL,,4,3643,200033,1,,Serena Williams,R,175,USA,,1,6842,6-3 6-4,3,F
2003-D001,Fed Cup WG W1: USA vs CZE,Hard,4,D,2003-04-26T00:00:00.000,3,200033,,,Serena Williams,R,175,USA,,1,7055,201344,,,Klara Koukalova,R,166,CZE,,73,510,6-2 6-2,3,RR
2003-D001,Fed Cup WG W1: USA vs CZE,Hard,4,D,2003-04-26T00:00:00.000,2,200033,,,Serena Williams,R,175,USA,,1,7055,201331,,,Iveta Benesova,L,170,CZE,,71,518,7-5 6-1,3,RR
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,2003-05-12T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,1,6809,200109,,,Nathalie Dechy,R,177,FRA,,24,1189,6-3 6-0,3,R16
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,2003-05-12T00:00:00.000,053,200065,4,,Amelie Mauresmo,R,175,FRA,,6,3090,200033,1,,Serena Williams,R,175,USA,,1,6809,1-6 7-5 6-3,3,SF
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,2003-05-12T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,6809,201344,,Q,Klara Koukalova,R,166,CZE,,72,508,6-4 6-3,3,R32
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,2003-05-12T00:00:00.000,049,200033,1,,Serena Williams,R,175,USA,,1,6809,200049,,,Conchita Martinez,R,170,ESP,,27,1098,7-5 6-2,3,QF
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,6552,200032,,,Barbara Schett,R,176,AUT,,51,680,6-0 6-0,3,R32
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,6552,200065,5,,Amelie Mauresmo,R,175,FRA,,5,3358,6-1 6-2,3,QF
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,6552,200094,,,Barbara Rittner,R,,GER,,87,418,6-2 6-1,3,R128
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,6552,201306,,,Marie Gaiane Mikaelian,R,,SUI,,39,898,6-3 6-2,3,R64
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,6552,200085,16,,Ai Sugiyama,R,163,JPN,,15,1567,7-5 6-3,3,R16
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,2003-05-26T00:00:00.000,125,200003,4,,Justine Henin,R,167,BEL,,4,3618,200033,1,,Serena Williams,R,175,USA,,1,6552,6-2 4-6 7-5,3,SF
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,6006,200077,8,,Jennifer Capriati,R,170,USA,,7,2550,2-6 6-2 6-3,3,QF
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,1,6006,200003,3,,Justine Henin,R,167,BEL,,3,4823,6-3 6-2,3,SF
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,6006,201281,28,,Laura Granville,R,175,USA,,30,1043,6-3 6-1,3,R32
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,6006,200108,15,,Elena Dementieva,R,180,RUS,,16,1513,6-2 6-2,3,R16
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,127,200033,1,,Serena Williams,R,175,USA,,1,6006,200748,4,,Venus Williams,R,185,USA,,4,4028,4-6 6-4 6-2,3,F
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,6006,200754,,,Jill Craybas,R,160,USA,,67,535,6-3 6-3,3,R128
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,2003-06-23T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,6006,200042,,,Els Callens,R,,BEL,,65,559,6-4 6-4,3,R64
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,033,200033,1,,Serena Williams,R,175,USA,,6,2584,200777,,Q,Marta Marrero,R,,ESP,,83,448,6-1 6-0,3,R64
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,081,200033,1,,Serena Williams,R,175,USA,,6,2584,201345,17,,Maria Sharapova,R,,RUS,,23,1221,6-4 6-3,3,R16
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,093,200033,1,,Serena Williams,R,175,USA,,6,2584,201305,25,,Eleni Daniilidou,R,182,GRE,,35,918,6-4 6-4,3,SF
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,089,200033,1,,Serena Williams,R,175,USA,,6,2584,200754,,,Jill Craybas,R,160,USA,,73,506,6-0 6-1,3,QF
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,095,200033,1,,Serena Williams,R,175,USA,,6,2584,200108,5,,Elena Dementieva,R,180,RUS,,8,2251,6-1 6-1,3,F
2004-W-T1-USA-02A-2004,Miami,Hard,96,T1,2004-03-24T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,6,2584,200048,31,,Elena Likhovtseva,R,,RUS,,42,767,6-1 4-6 6-3,3,R32
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,2004-04-05T00:00:00.000,040,200033,2,,Serena Williams,R,175,USA,,7,2519,200096,,,Mary Pierce,R,178,FRA,,29,1024,6-3 6-1,3,R32
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,2004-04-05T00:00:00.000,052,200069,7,,Nadia Petrova,R,178,RUS,,9,2142,200033,2,,Serena Williams,R,175,USA,,7,2519,6-2 6-3,3,QF
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,2004-04-05T00:00:00.000,048,200033,2,,Serena Williams,R,175,USA,,7,2519,201368,,,Karolina Sprem,R,174,CRO,,34,910,6-1 7-5,3,R16
2004-W-T1-USA-03A-2004,Charleston,Clay,56,T1,2004-04-12T00:00:00.000,048,200049,16,,Conchita Martinez,R,170,ESP,,24,1176,200033,2,,Serena Williams,R,175,USA,,9,2293,W/O,3,R16
2004-W-T1-USA-03A-2004,Charleston,Clay,56,T1,2004-04-12T00:00:00.000,040,200033,2,,Serena Williams,R,175,USA,,9,2293,201393,,WC,Kelly Mccain,R,,USA,,176,169,6-1 6-0,3,R32
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,2004-05-10T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,,,200035,,,Maria Sanchez Lorenzo,R,,ESP,,,,7-5 6-3,3,R32
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,2004-05-10T00:00:00.000,049,200033,1,,Serena Williams,R,175,USA,,,,201320,9,,Svetlana Kuznetsova,R,174,RUS,,,,7-5 6-0,3,QF
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,2004-05-10T00:00:00.000,053,200077,5,,Jennifer Capriati,R,170,USA,,,,200033,1,,Serena Williams,R,175,USA,,,,6-4 6-4,3,SF
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,2004-05-10T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,,,200720,,Q,Dally Randriantefy,R,,MAD,,,,6-1 6-3,3,R16
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,2004-05-24T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,7,2351,201373,,,Maria Kirilenko,R,173,RUS,,100,357,4-6 6-2 6-4,3,R64
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,2004-05-24T00:00:00.000,124,200077,7,,Jennifer Capriati,R,170,USA,,6,2519,200033,2,,Serena Williams,R,175,USA,,7,2351,6-3 2-6 6-3,3,QF
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,2004-05-24T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,7,2351,200007,,,Silvija Talaja,R,,CRO,,,,6-0 6-4,3,R32
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,2004-05-24T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,7,2351,201085,,,Shinobu Asagoe,R,,JPN,,52,645,6-3 6-1,3,R16
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,2004-05-24T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,7,2351,201331,,,Iveta Benesova,L,170,CZE,,51,648,6-2 6-2,3,R128
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,10,2055,200065,4,,Amelie Mauresmo,R,175,FRA,,4,3591,6-7(4) 7-5 6-4,3,SF
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,10,2055,200077,7,,Jennifer Capriati,R,170,USA,,7,2766,6-1 6-1,3,QF
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,10,2055,200773,,Q,Stephanie Foretz Gacon,R,166,FRA,,135,244,6-0 6-4,3,R64
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,127,201345,13,,Maria Sharapova,R,,RUS,,15,1654,200033,1,,Serena Williams,R,175,USA,,10,2055,6-1 6-4,3,F
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,10,2055,200027,,,Magui Serna,L,,ESP,,53,661,6-4 6-0,3,R32
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,10,2055,201386,,,Jie Zheng,R,164,CHN,,52,677,6-3 6-1,3,R128
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,2004-06-21T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,10,2055,201364,,,Tatiana Golovin,R,175,FRA,,54,655,6-2 6-1,3,R16
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,2004-07-19T00:00:00.000,049,200033,1,,Serena Williams,R,175,USA,,16,1649,201329,8,,Vera Zvonareva,R,172,RUS,,14,1748,4-6 6-3 6-3,3,QF
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,2004-07-19T00:00:00.000,055,200128,3,,Lindsay Davenport,R,189,USA,,5,3548,200033,1,,Serena Williams,R,175,USA,,16,1649,6-1 6-3,3,F
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,2004-07-19T00:00:00.000,053,200033,1,,Serena Williams,R,175,USA,,16,1649,200108,4,,Elena Dementieva,R,180,RUS,,6,2884,6-3 7-6(2),3,SF
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,2004-07-19T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,16,1649,201367,,,Arantxa Parra Santonja,R,,ESP,,60,609,6-0 6-3,3,R16
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,2004-07-19T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,16,1649,201305,,,Eleni Daniilidou,R,182,GRE,,33,864,6-1 7-6(3),3,R32
2004-W-T1-USA-04A-2004,San Diego,Hard,56,T1,2004-07-26T00:00:00.000,049,201329,12,,Vera Zvonareva,R,172,RUS,,15,1773,200033,1,,Serena Williams,R,175,USA,,14,1887,W/O,3,QF
2004-W-T1-USA-04A-2004,San Diego,Hard,56,T1,2004-07-26T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,14,1887,201347,,,Jelena Jankovic,R,177,SRB,,44,727,6-7(3) 6-3 6-2,3,R32
2004-W-T1-USA-04A-2004,San Diego,Hard,56,T1,2004-07-26T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,14,1887,200764,,,Elena Bovina,R,189,RUS,,22,1199,6-4 6-2,3,R16
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,2004-08-30T00:00:00.000,048,200033,3,,Serena Williams,R,175,USA,,11,1995,200050,,,Sandra Kleinova,R,,CZE,,84,428,6-1 6-3,3,R128
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,2004-08-30T00:00:00.000,123,200077,8,,Jennifer Capriati,R,170,USA,,8,2414,200033,3,,Serena Williams,R,175,USA,,11,1995,2-6 6-4 6-4,3,QF
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,2004-08-30T00:00:00.000,108,200033,3,,Serena Williams,R,175,USA,,11,1995,201364,30,,Tatiana Golovin,R,175,FRA,,31,952,7-5 6-4,3,R32
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,2004-08-30T00:00:00.000,118,200033,3,,Serena Williams,R,175,USA,,11,1995,200067,15,,Patty Schnyder,L,168,SUI,,16,1641,6-4 6-2,3,R16
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,2004-08-30T00:00:00.000,088,200033,3,,Serena Williams,R,175,USA,,11,1995,200729,,,Lindsay Lee Waters,R,,USA,,86,418,6-4 6-3,3,R64
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,T2,2004-09-20T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,10,2273,201336,,,Dinara Safina,R,182,RUS,,60,583,6-4 3-6 6-3,3,R16
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,T2,2004-09-20T00:00:00.000,027,200033,1,,Serena Williams,R,175,USA,,10,2273,201320,2,,Svetlana Kuznetsova,R,174,RUS,,5,3182,4-6 7-5 6-4,3,F
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,T2,2004-09-20T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,10,2273,201329,4,,Vera Zvonareva,R,172,RUS,,11,2146,6-2 6-3,3,SF
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,T2,2004-09-20T00:00:00.000,021,200033,1,,Serena Williams,R,175,USA,,10,2273,200069,5,,Nadia Petrova,R,178,RUS,,13,2097,6-2 4-1 RET,3,QF
2004-W-T2-AUT-01A-2004,Linz,Hard,28,T2,2004-10-25T00:00:00.000,020,200121,,Q,Alina Jidkova,R,,RUS,,73,493,200033,3,,Serena Williams,R,175,USA,,9,2596,7-6(5) 6-2,3,R16
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,2004-11-10T00:00:00.000,6,200033,7,,Serena Williams,R,175,USA,,8,2597,200108,5,,Elena Dementieva,R,180,RUS,,5,3382,7-6(3) 7-5,3,RR
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,2004-11-10T00:00:00.000,5,200033,7,,Serena Williams,R,175,USA,,8,2597,200772,3,,Anastasia Myskina,R,174,RUS,,3,3645,4-6 6-3 6-4,3,RR
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,2004-11-10T00:00:00.000,002,200033,7,,Serena Williams,R,175,USA,,8,2597,200065,2,,Amelie Mauresmo,R,175,FRA,,2,4195,4-6 7-6(2) 6-4,3,SF
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,2004-11-10T00:00:00.000,3,200128,1,,Lindsay Davenport,R,189,USA,,1,4546,200033,7,,Serena Williams,R,175,USA,,8,2597,3-6 7-5 6-1,3,RR
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,2004-11-10T00:00:00.000,003,201345,6,,Maria Sharapova,R,,RUS,,6,2902,200033,7,,Serena Williams,R,175,USA,,8,2597,4-6 6-2 6-4,3,F
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,127,200033,7,,Serena Williams,R,175,USA,,7,3128,200128,1,,Lindsay Davenport,R,189,USA,,1,4666,2-6 6-3 6-0,3,F
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,126,200033,7,,Serena Williams,R,175,USA,,7,3128,201345,4,,Maria Sharapova,R,,RUS,,4,3536,2-6 7-5 8-6,3,SF
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,124,200033,7,,Serena Williams,R,175,USA,,7,3128,200065,2,,Amelie Mauresmo,R,175,FRA,,2,4320,6-2 6-2,3,QF
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,089,200033,7,,Serena Williams,R,175,USA,,7,3128,200720,,,Dally Randriantefy,R,,MAD,,67,531,6-3 6-0,3,R64
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,049,200033,7,,Serena Williams,R,175,USA,,7,3128,201301,,,Camille Pin,U,162,FRA,,106,348,6-1 6-1,3,R128
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,119,200033,7,,Serena Williams,R,175,USA,,7,3128,200069,11,,Nadia Petrova,R,178,RUS,,13,1985,6-1 3-6 6-3,3,R16
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,2005-01-17T00:00:00.000,109,200033,7,,Serena Williams,R,175,USA,,7,3128,201420,,WC,Sania Mirza,R,153,IND,,166,200,6-1 6-4,3,R32
2005-W-T2-FRA-01A-2005,Paris,Carpet,28,T2,2005-02-07T00:00:00.000,021,201336,,,Dinara Safina,R,182,RUS,,48,686,200033,1,,Serena Williams,R,175,USA,,2,4336,W/O,3,QF
